timestep,agent_name,agent_type,world_mode,observation_depth,investor_wealth,investment,investment_multiplied,repayment,repayment_pct,investor_reward,agent_reward,investor_cumulative,agent_cumulative,rnn_hidden_state,observation_window
0,fair_1,fair,0,4,10040.0,20.0,60.0,60.0,1.0,40.0,0.0,40.0,0.0,"[6.443252641474828e-05, -0.05019737035036087, -0.02238168939948082, -0.02090093493461609, 0.030467994511127472, 0.0024684849195182323, 0.10523901879787445, 0.13734027743339539, -0.09368984401226044, -0.05196124315261841, 0.037029728293418884, 0.048854634165763855, 0.075722835958004, 0.049038536846637726, 0.04020755738019943, -0.02358274906873703, 0.0631176307797432, 0.022949159145355225, 0.04599890112876892, -0.03433649241924286, 0.020786546170711517, 0.03184390068054199, 0.055278316140174866, -0.051953382790088654, -0.025105226784944534, -0.01984410732984543, 0.13045917451381683, -0.29141777753829956, -0.017889272421598434, 0.00046768697211518884, -0.01134653389453888, 0.058852024376392365, 0.09139825403690338, 0.01937951147556305, -0.026344727724790573, -0.11222504079341888, 0.01716088503599167, -0.02569214627146721, -0.0557236522436142, 0.033867012709379196, -0.014989050105214119, 0.03258437663316727, 0.00472687603905797, 0.08689633011817932, -0.060093969106674194, 0.06789006292819977, -0.01161266304552555, 0.005635532550513744, -0.04564914107322693, -0.08635756373405457, -0.03376489132642746, -0.11313633620738983, -0.08495204895734787, 0.01087158638983965, 0.0326508954167366, -0.06173183023929596, 0.0874190479516983, -0.0069962190464138985, -0.07296092063188553, -0.006639703176915646, -0.03188902139663696, -0.035903215408325195, 0.0237283818423748, 0.016728553920984268]","{""own"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""others"": [0.0, 0.0, 0.0, 0.0]}"
0,max_1,max,0,4,10039.0,1.0,3.0,0.0,0.0,-1.0,3.0,39.0,3.0,"[6.443252641474828e-05, -0.05019737035036087, -0.02238168939948082, -0.02090093493461609, 0.030467994511127472, 0.0024684849195182323, 0.10523901879787445, 0.13734027743339539, -0.09368984401226044, -0.05196124315261841, 0.037029728293418884, 0.048854634165763855, 0.075722835958004, 0.049038536846637726, 0.04020755738019943, -0.02358274906873703, 0.0631176307797432, 0.022949159145355225, 0.04599890112876892, -0.03433649241924286, 0.020786546170711517, 0.03184390068054199, 0.055278316140174866, -0.051953382790088654, -0.025105226784944534, -0.01984410732984543, 0.13045917451381683, -0.29141777753829956, -0.017889272421598434, 0.00046768697211518884, -0.01134653389453888, 0.058852024376392365, 0.09139825403690338, 0.01937951147556305, -0.026344727724790573, -0.11222504079341888, 0.01716088503599167, -0.02569214627146721, -0.0557236522436142, 0.033867012709379196, -0.014989050105214119, 0.03258437663316727, 0.00472687603905797, 0.08689633011817932, -0.060093969106674194, 0.06789006292819977, -0.01161266304552555, 0.005635532550513744, -0.04564914107322693, -0.08635756373405457, -0.03376489132642746, -0.11313633620738983, -0.08495204895734787, 0.01087158638983965, 0.0326508954167366, -0.06173183023929596, 0.0874190479516983, -0.0069962190464138985, -0.07296092063188553, -0.006639703176915646, -0.03188902139663696, -0.035903215408325195, 0.0237283818423748, 0.016728553920984268]","{""own"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""others"": [0.0, 0.0, 0.0, 0.0]}"
0,rnd_1,random,0,4,10019.0,20.0,60.0,0.0,0.0,-20.0,60.0,19.0,60.0,"[6.443252641474828e-05, -0.05019737035036087, -0.02238168939948082, -0.02090093493461609, 0.030467994511127472, 0.0024684849195182323, 0.10523901879787445, 0.13734027743339539, -0.09368984401226044, -0.05196124315261841, 0.037029728293418884, 0.048854634165763855, 0.075722835958004, 0.049038536846637726, 0.04020755738019943, -0.02358274906873703, 0.0631176307797432, 0.022949159145355225, 0.04599890112876892, -0.03433649241924286, 0.020786546170711517, 0.03184390068054199, 0.055278316140174866, -0.051953382790088654, -0.025105226784944534, -0.01984410732984543, 0.13045917451381683, -0.29141777753829956, -0.017889272421598434, 0.00046768697211518884, -0.01134653389453888, 0.058852024376392365, 0.09139825403690338, 0.01937951147556305, -0.026344727724790573, -0.11222504079341888, 0.01716088503599167, -0.02569214627146721, -0.0557236522436142, 0.033867012709379196, -0.014989050105214119, 0.03258437663316727, 0.00472687603905797, 0.08689633011817932, -0.060093969106674194, 0.06789006292819977, -0.01161266304552555, 0.005635532550513744, -0.04564914107322693, -0.08635756373405457, -0.03376489132642746, -0.11313633620738983, -0.08495204895734787, 0.01087158638983965, 0.0326508954167366, -0.06173183023929596, 0.0874190479516983, -0.0069962190464138985, -0.07296092063188553, -0.006639703176915646, -0.03188902139663696, -0.035903215408325195, 0.0237283818423748, 0.016728553920984268]","{""own"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""others"": [0.0, 0.0, 0.0, 0.0]}"
1,fair_1,fair,0,4,10059.0,20.0,60.0,60.0,1.0,40.0,0.0,59.0,0.0,,
1,max_1,max,0,4,10058.0,1.0,3.0,0.0,0.0,-1.0,3.0,58.0,6.0,,
1,rnd_1,random,0,4,10038.0,20.0,60.0,0.0,0.0,-20.0,60.0,38.0,120.0,,
2,fair_1,fair,0,4,10078.0,20.0,60.0,60.0,1.0,40.0,0.0,78.0,0.0,,
2,max_1,max,0,4,10077.15,1.0,3.0,0.15,0.05,-0.85,2.85,77.15,8.85,,
2,rnd_1,random,0,4,10087.15,20.0,60.0,30.0,0.5,10.0,30.0,87.15,150.0,,
3,fair_1,fair,0,4,10127.15,20.0,60.0,60.0,1.0,40.0,0.0,127.15,0.0,,
3,max_1,max,0,4,10126.3,1.0,3.0,0.15,0.05,-0.85,2.85,126.3,11.7,,
3,rnd_1,random,0,4,10121.3,20.0,60.0,15.0,0.25,-5.0,45.0,121.3,195.0,,
4,fair_1,fair,0,4,10161.3,20.0,60.0,60.0,1.0,40.0,0.0,161.3,0.0,,
4,max_1,max,0,4,10160.45,1.0,3.0,0.15,0.05,-0.85,2.85,160.45,14.55,,
4,rnd_1,random,0,4,10155.45,20.0,60.0,15.0,0.25,-5.0,45.0,155.45,240.0,,
