timestep,agent_name,agent_type,world_mode,observation_depth,investor_wealth,investment,investment_multiplied,repayment,repayment_pct,investor_reward,agent_reward,investor_cumulative,agent_cumulative,rnn_hidden_state,observation_window
0,fair_1,fair,1,4,10000.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,"[-0.03436946123838425, -0.005743854679167271, 0.06363627314567566, -0.13080935180187225, 0.004311614669859409]","{""own"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""others"": [0.0, 0.0]}"
0,max_1,max,1,4,10000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,"[-0.03436946123838425, -0.005743854679167271, 0.06363627314567566, -0.13080935180187225, 0.004311614669859409]","{""own"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""others"": [0.0, 0.0]}"
1,fair_1,fair,1,4,10000.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,,
1,max_1,max,1,4,10000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,
2,fair_1,fair,1,4,10000.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,,
2,max_1,max,1,4,10000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,
3,fair_1,fair,1,4,10000.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,,
3,max_1,max,1,4,10000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,
4,fair_1,fair,1,4,10000.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,,
4,max_1,max,1,4,10000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,
5,fair_1,fair,1,4,10000.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,,
5,max_1,max,1,4,10010.0,20.0,60.0,30.0,0.5,10.0,30.0,10.0,30.0,,
6,fair_1,fair,1,4,10010.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,
6,max_1,max,1,4,10014.0,20.0,60.0,24.0,0.4,4.0,36.0,14.0,66.0,,
7,fair_1,fair,1,4,10014.0,0.0,0.0,0.0,0.05,0.0,0.0,14.0,0.0,,
7,max_1,max,1,4,10018.0,20.0,60.0,24.0,0.4,4.0,36.0,18.0,102.0,,
8,fair_1,fair,1,4,10001.0,20.0,60.0,3.0,0.05,-17.0,57.0,1.0,57.0,,
8,max_1,max,1,4,10005.0,20.0,60.0,24.0,0.4,4.0,36.0,5.0,138.0,,
9,fair_1,fair,1,4,10005.0,0.0,0.0,0.0,0.05,0.0,0.0,5.0,57.0,,
9,max_1,max,1,4,10009.0,20.0,60.0,24.0,0.4,4.0,36.0,9.0,174.0,,
10,fair_1,fair,1,4,9992.0,20.0,60.0,3.0,0.05,-17.0,57.0,-8.0,114.0,,
10,max_1,max,1,4,9996.0,20.0,60.0,24.0,0.4,4.0,36.0,-4.0,210.0,,
11,fair_1,fair,1,4,9996.0,0.0,0.0,0.0,0.05,0.0,0.0,-4.0,114.0,,
11,max_1,max,1,4,10000.0,20.0,60.0,24.0,0.4,4.0,36.0,0.0,246.0,,
12,fair_1,fair,1,4,9983.0,20.0,60.0,3.0,0.05,-17.0,57.0,-17.0,171.0,,
12,max_1,max,1,4,9987.0,20.0,60.0,24.0,0.4,4.0,36.0,-13.0,282.0,,
13,fair_1,fair,1,4,9987.0,0.0,0.0,0.0,0.05,0.0,0.0,-13.0,171.0,,
13,max_1,max,1,4,9991.0,20.0,60.0,24.0,0.4,4.0,36.0,-9.0,318.0,,
14,fair_1,fair,1,4,9974.0,20.0,60.0,3.0,0.05,-17.0,57.0,-26.0,228.0,,
14,max_1,max,1,4,9978.0,20.0,60.0,24.0,0.4,4.0,36.0,-22.0,354.0,,
15,fair_1,fair,1,4,9978.0,0.0,0.0,0.0,0.05,0.0,0.0,-22.0,228.0,,
15,max_1,max,1,4,9982.0,20.0,60.0,24.0,0.4,4.0,36.0,-18.0,390.0,,
16,fair_1,fair,1,4,9965.0,20.0,60.0,3.0,0.05,-17.0,57.0,-35.0,285.0,,
16,max_1,max,1,4,9969.0,20.0,60.0,24.0,0.4,4.0,36.0,-31.0,426.0,,
17,fair_1,fair,1,4,9969.0,0.0,0.0,0.0,0.05,0.0,0.0,-31.0,285.0,,
17,max_1,max,1,4,9973.0,20.0,60.0,24.0,0.4,4.0,36.0,-27.0,462.0,,
18,fair_1,fair,1,4,9956.0,20.0,60.0,3.0,0.05,-17.0,57.0,-44.0,342.0,,
18,max_1,max,1,4,9960.0,20.0,60.0,24.0,0.4,4.0,36.0,-40.0,498.0,,
19,fair_1,fair,1,4,9960.0,0.0,0.0,0.0,0.05,0.0,0.0,-40.0,342.0,,
19,max_1,max,1,4,9964.0,20.0,60.0,24.0,0.4,4.0,36.0,-36.0,534.0,,
20,fair_1,fair,1,4,9947.0,20.0,60.0,3.0,0.05,-17.0,57.0,-53.0,399.0,,
20,max_1,max,1,4,9951.0,20.0,60.0,24.0,0.4,4.0,36.0,-49.0,570.0,,
21,fair_1,fair,1,4,9951.0,0.0,0.0,0.0,0.05,0.0,0.0,-49.0,399.0,,
21,max_1,max,1,4,9955.0,20.0,60.0,24.0,0.4,4.0,36.0,-45.0,606.0,,
22,fair_1,fair,1,4,9938.0,20.0,60.0,3.0,0.05,-17.0,57.0,-62.0,456.0,,
22,max_1,max,1,4,9942.0,20.0,60.0,24.0,0.4,4.0,36.0,-58.0,642.0,,
23,fair_1,fair,1,4,9942.0,0.0,0.0,0.0,0.05,0.0,0.0,-58.0,456.0,,
23,max_1,max,1,4,9946.0,20.0,60.0,24.0,0.4,4.0,36.0,-54.0,678.0,,
24,fair_1,fair,1,4,9929.0,20.0,60.0,3.0,0.05,-17.0,57.0,-71.0,513.0,,
24,max_1,max,1,4,9933.0,20.0,60.0,24.0,0.4,4.0,36.0,-67.0,714.0,,
25,fair_1,fair,1,4,9933.0,0.0,0.0,0.0,0.05,0.0,0.0,-67.0,513.0,,
25,max_1,max,1,4,9937.0,20.0,60.0,24.0,0.4,4.0,36.0,-63.0,750.0,,
26,fair_1,fair,1,4,9920.0,20.0,60.0,3.0,0.05,-17.0,57.0,-80.0,570.0,,
26,max_1,max,1,4,9924.0,20.0,60.0,24.0,0.4,4.0,36.0,-76.0,786.0,,
27,fair_1,fair,1,4,9924.0,0.0,0.0,0.0,0.05,0.0,0.0,-76.0,570.0,,
27,max_1,max,1,4,9928.0,20.0,60.0,24.0,0.4,4.0,36.0,-72.0,822.0,,
28,fair_1,fair,1,4,9911.0,20.0,60.0,3.0,0.05,-17.0,57.0,-89.0,627.0,,
28,max_1,max,1,4,9915.0,20.0,60.0,24.0,0.4,4.0,36.0,-85.0,858.0,,
29,fair_1,fair,1,4,9915.0,0.0,0.0,0.0,0.05,0.0,0.0,-85.0,627.0,,
29,max_1,max,1,4,9919.0,20.0,60.0,24.0,0.4,4.0,36.0,-81.0,894.0,,
30,fair_1,fair,1,4,9902.0,20.0,60.0,3.0,0.05,-17.0,57.0,-98.0,684.0,,
